report_index,category,is_synthetic,synthetic_id,file_name,size,md5,sha1,sha256,app_name,package_name,main_activity,target_sdk,min_sdk,max_sdk,android_version_name,android_version_code,security_score,risk_level,grade,trackers_detection,findings_high,findings_medium,findings_info,findings_secure,findings_hotspot,activities,services,receivers,providers,exported_activities,exported_services,exported_receivers,exported_providers,binary_signed,v1_signature,v2_signature,v3_signature,v4_signature,cert_subject,cert_issuer,cert_valid_from,cert_valid_to,cert_analysis_high,cert_analysis_warning,cert_analysis_info,manifest_high,manifest_warning,manifest_info,manifest_suppressed,permissions_total,permissions_dangerous,dangerous_permissions_list,all_permissions_list,malware_permission_matches,other_common_permission_matches,has_anti_vm_code,has_anti_debug_code,has_anti_root_code,has_obfuscator,has_dexmerge_manipulation,signed_with_debug_cert,janus_vulnerable
1927,banking_apk_scams,True,SYN-001927,8ca35d5aed354e4d23f10a2c72657fc79ecbc0816b68967b13e24b945483b5f0.apk,40.78MB,d6bfff2e5f9d2c9c90e455cf702f5b82,c72d8f2654bb7c9779479cef7e6350fa2d9f4e33,8ca35d5aed354e4d23f10a2c72657fc79ecbc0816b68967b13e24b945483b5f0,TrustMoney,app.global.xakftkvog,app.global.xakftkvog.MainActivity,15,12,,5.0.83,9702737,40,MEDIUM RISK,B,,0,6,3,1,2,12,11,2,3,1,0,2,2,True,True,False,False,False,"C=US, O=AppDev, CN=TrustMoney","C=US, O=AppDev, CN=TrustMoney",2023-07-19 00:00:00+00:00,2046-11-12 00:00:00+00:00,3,1,0,1,8,2,0,10,3,android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_DEVICE_ADMIN;android.permission.BROADCAST_STICKY;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_VIDEO;android.permission.READ_PHONE_NUMBERS;android.permission.USE_BIOMETRIC;android.permission.USE_CREDENTIALS,3/25,7/44,True,False,False,False,False,False,True
1928,banking_apk_scams,True,SYN-001928,5de1add2dfb0b2197a481567e2fb6e85735cdb4d49767d74d8fe071f9c910ef2.apk,68.77MB,cae08a99d94ee63b6608c3b90a507e9a,ea694dc360ce9a5825a4adad7a2bc048a28ea8c6,5de1add2dfb0b2197a481567e2fb6e85735cdb4d49767d74d8fe071f9c910ef2,UnitedPay Plus,net.dev.qtgvsj,net.dev.qtgvsj.MainActivity,27,18,,8.6.85,6105842,80,LOW RISK,A,5/450,0,2,2,2,3,22,17,13,5,7,14,2,5,True,False,True,True,False,"C=US, O=MyCompany, CN=UnitedPay Plus","C=US, O=MyCompany, CN=UnitedPay Plus",2010-01-22 00:00:00+00:00,2044-05-09 00:00:00+00:00,2,1,1,0,3,2,0,3,2,android.permission.RECEIVE_SMS;android.permission.WRITE_SMS,android.permission.FOREGROUND_SERVICE;android.permission.RECEIVE_SMS;android.permission.WRITE_SMS,2/25,1/44,False,False,False,False,False,False,False
1929,banking_apk_scams,True,SYN-001929,6b5edabce3803feff8a16a4f98e0b23d89924681acfa85530d62f835f7d3ed23.apk,66.42MB,d38b760b275de20032f84e1003e1abc4,9b77282490a6cea64b1fbcdc9dfb0e46498df798,6b5edabce3803feff8a16a4f98e0b23d89924681acfa85530d62f835f7d3ed23,SmartBank App,com.dev.iwqgnhmux,com.dev.iwqgnhmux.MainActivity,23,15,,4.6.56,7378954,52,MEDIUM RISK,C,,0,0,2,3,1,12,17,12,6,1,8,1,0,True,True,False,True,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2023-10-13 00:00:00+00:00,2025-07-18 00:00:00+00:00,0,2,2,1,8,0,0,13,4,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO,android.permission.ACCESS_WIFI_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.FOREGROUND_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.INTERACT_ACROSS_USERS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.SET_WALLPAPER,4/25,9/44,True,False,False,False,False,True,False
1930,banking_apk_scams,True,SYN-001930,06e7329b06ff748bcd5bd93cd48c9c8c636dd49d863ca46dfd12741974aaf08e.apk,57.6MB,889f5cdbffea010bc9f685ad4d60a11c,d4f858d60a2d930eb6a36b3f3e43b33d2751816f,06e7329b06ff748bcd5bd93cd48c9c8c636dd49d863ca46dfd12741974aaf08e,DirectBank Lite,com.dev.iwhh,com.dev.iwhh.MainActivity,30,17,,9.3.31,6440680,76,LOW RISK,A,,0,3,2,2,3,23,2,10,4,12,0,2,4,True,False,False,False,False,"C=US, O=MyCompany, CN=DirectBank Lite","C=US, O=MyCompany, CN=DirectBank Lite",2011-09-19 00:00:00+00:00,2028-02-16 00:00:00+00:00,3,2,2,1,6,0,0,4,3,android.permission.BIND_DEVICE_ADMIN;android.permission.READ_EXTERNAL_STORAGE;android.permission.SEND_SMS,android.permission.BIND_DEVICE_ADMIN;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_EXTERNAL_STORAGE;android.permission.SEND_SMS,3/25,1/44,False,False,False,False,False,False,False
1931,banking_apk_scams,True,SYN-001931,3b827e629bfff3d6bff84d86037e8d3f79dd6e02907ecbd73c8d484f139872c2.apk,56.88MB,25aacbff7c6ec79f880d5ff5a263cd6f,5c652547d615560a34291fe330ab284f70fcacd6,3b827e629bfff3d6bff84d86037e8d3f79dd6e02907ecbd73c8d484f139872c2,TrustCash,app.corp.rhlunqn,app.corp.rhlunqn.MainActivity,33,22,,8.7.67,560344,45,MEDIUM RISK,C,8/432,1,3,2,1,2,11,18,13,1,7,2,5,0,True,True,True,True,False,"C=US, O=AppDev, CN=TrustCash","C=US, O=AppDev, CN=TrustCash",2021-09-22 00:00:00+00:00,2032-01-22 00:00:00+00:00,0,1,2,1,4,2,0,7,2,android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO,android.permission.PERSISTENT_ACTIVITY;android.permission.POST_NOTIFICATIONS;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_MEDIA_AUDIO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.WAKE_LOCK,2/25,5/44,False,True,True,False,False,False,False
1932,banking_apk_scams,True,SYN-001932,b67aa45e87e391a438a004c068866c836a0887332d6743c6049493ac6f55379f.apk,24.17MB,026348418ddc5fd846bee292fbd75f54,da64ce93e2abe74a200e89d6be396fbdec80f816,b67aa45e87e391a438a004c068866c836a0887332d6743c6049493ac6f55379f,DirectFund Hub,net.global.sykwrgj,net.global.sykwrgj.MainActivity,34,11,,5.2.97,7278620,59,MEDIUM RISK,B,,2,6,0,1,0,12,14,7,7,3,2,7,4,True,False,True,True,False,"C=US, O=Android, CN=DirectFund Hub","C=US, O=Android, CN=DirectFund Hub",2012-05-03 00:00:00+00:00,2039-06-01 00:00:00+00:00,1,0,2,0,0,0,0,12,6,android.permission.ACCESS_FINE_LOCATION;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.WRITE_CONTACTS,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_FINE_LOCATION;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.FOREGROUND_SERVICE;android.permission.INTERACT_ACROSS_USERS;android.permission.INTERNET;android.permission.NFC;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.USE_BIOMETRIC;android.permission.WRITE_CONTACTS,6/25,6/44,False,True,False,False,False,False,False
1933,banking_apk_scams,True,SYN-001933,90b33beb8afb928f4532b026e43aa120441332d64d913a507249bec29fb5d261.apk,38.9MB,c6b193eb2ff92e6143cc6ee1f791954f,60a0effd390614cdffd81f3a28a2de6e98b1fdcb,90b33beb8afb928f4532b026e43aa120441332d64d913a507249bec29fb5d261,DigitalFinance Online,info.labs.fune,info.labs.fune.MainActivity,18,16,,4.0.43,210067,39,HIGH RISK,D,,2,8,2,0,2,22,5,4,5,20,1,0,2,True,True,False,True,False,"C=US, O=MyCompany, CN=DigitalFinance Online","C=US, O=MyCompany, CN=DigitalFinance Online",2019-02-23 00:00:00+00:00,2045-04-20 00:00:00+00:00,3,0,1,3,0,1,0,18,10,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.SEND_SMS;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.CALL_PHONE;android.permission.CHANGE_CONFIGURATION;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.INTERACT_ACROSS_USERS;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.SEND_SMS;android.permission.SET_WALLPAPER;android.permission.USE_BIOMETRIC;android.permission.WAKE_LOCK;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS;android.permission.WRITE_SYNC_SETTINGS;com.google.android.c2dm.permission.RECEIVE,10/25,8/44,False,False,False,False,True,False,False
1934,banking_apk_scams,True,SYN-001934,5cf997114c5893b4b39307f1d8d0a2c7fba575ce8c5b4569562f0f49b71fd3c8.apk,18.16MB,09db4ff777245219883ce125144531ee,bc9b70d3dfdbe2eecf674ce180cc287068b94022,5cf997114c5893b4b39307f1d8d0a2c7fba575ce8c5b4569562f0f49b71fd3c8,PrimeSave,app.tech.sudbt,app.tech.sudbt.MainActivity,16,14,,9.4.39,6038503,47,MEDIUM RISK,C,6/300,0,3,2,3,2,8,14,4,1,0,12,0,0,True,False,False,False,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2022-08-24 00:00:00+00:00,2029-08-24 00:00:00+00:00,1,2,2,0,2,0,0,8,3,android.permission.CALL_PHONE;android.permission.READ_SMS;android.permission.WRITE_CONTACTS,android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.CHANGE_NETWORK_STATE;android.permission.EXPAND_STATUS_BAR;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_SYNC_SETTINGS,3/25,5/44,True,False,True,False,False,True,False
1935,banking_apk_scams,True,SYN-001935,f47843890dd3caa74adbfd811933a5d3e56a7547881ca45b95209ad7ee038eef.apk,3.08MB,a6c7703a4fa461889f071f93f85aab7b,c363739b4f68657c3b739290bdb2505b2398b32d,f47843890dd3caa74adbfd811933a5d3e56a7547881ca45b95209ad7ee038eef,EasyRemit Go,net.mobile.jwanz,net.mobile.jwanz.MainActivity,26,22,,9.8.23,10548,44,MEDIUM RISK,B,,0,6,2,3,2,11,4,5,3,4,4,4,1,True,True,True,False,False,"C=US, O=mobile, CN=EasyRemit Go","C=US, O=mobile, CN=EasyRemit Go",2011-01-17 00:00:00+00:00,2047-07-08 00:00:00+00:00,2,2,0,0,5,0,0,6,2,android.permission.RECEIVE_BOOT_COMPLETED;android.permission.SYSTEM_ALERT_WINDOW,android.permission.BLUETOOTH_ADMIN;android.permission.FOREGROUND_SERVICE;android.permission.READ_MEDIA_VIDEO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RESTART_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW,2/25,4/44,False,True,True,False,True,False,False
1936,banking_apk_scams,True,SYN-001936,5f116c5e55c7ec40b82fb63e946cfaf6b0c2e37b4a38517e7d45b73231ee1960.apk,18.47MB,7eeffa9546830fd00d0d1345655efdef,9bdd7bf8fb9725b4a2c1627087dc47bcdaa6bd5e,5f116c5e55c7ec40b82fb63e946cfaf6b0c2e37b4a38517e7d45b73231ee1960,InstantWallet Mobile,xyz.team.qghp,xyz.team.qghp.MainActivity,17,15,,7.6.24,9091352,53,MEDIUM RISK,C,5/350,1,3,0,3,1,16,3,10,0,14,2,3,0,True,True,False,False,False,"C=US, O=AppDev, CN=InstantWallet Mobile","C=US, O=AppDev, CN=InstantWallet Mobile",2018-05-28 00:00:00+00:00,2053-09-02 00:00:00+00:00,2,1,0,0,7,0,0,16,6,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.WRITE_SETTINGS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.INTERACT_ACROSS_USERS;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.POST_NOTIFICATIONS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.USE_CREDENTIALS;android.permission.WAKE_LOCK;android.permission.WRITE_SETTINGS,6/25,10/44,True,False,False,False,False,False,True
1937,banking_apk_scams,True,SYN-001937,98d5d09430605682e9c5c2f27a72279c5491a65508e0b877bde67e8bf24d19f2.apk,59.52MB,4253ec6548ee22030a9c27988455d80a,8436f0dfaaa1c9296c19230f41b58cc2e18d5088,98d5d09430605682e9c5c2f27a72279c5491a65508e0b877bde67e8bf24d19f2,SafeWallet Go,app.team.brbqbszq,app.team.brbqbszq.MainActivity,18,12,,5.3.56,1218873,80,LOW RISK,A,,0,2,3,3,0,17,7,1,6,5,6,0,4,True,False,False,False,False,"C=US, O=AppDev, CN=SafeWallet Go","C=US, O=AppDev, CN=SafeWallet Go",2011-11-20 00:00:00+00:00,2036-10-25 00:00:00+00:00,1,2,1,0,0,2,0,10,3,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.READ_EXTERNAL_STORAGE,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH_ADMIN;android.permission.BROADCAST_STICKY;android.permission.CHANGE_WIFI_STATE;android.permission.NFC;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_SYNC_SETTINGS;android.permission.USE_EXACT_ALARM;com.google.android.gms.permission.AD_ID,3/25,7/44,False,False,True,False,False,False,False
1938,banking_apk_scams,True,SYN-001938,2be6d2615f6a20ba4d0cdcce22c6c55173319e138879d19447d1b5c0a0a287e7.apk,6.85MB,6d18f0e835df50760b160cc9e1952a30,32ed8109f08c4cb346000d3abbe2ac7835a23030,2be6d2615f6a20ba4d0cdcce22c6c55173319e138879d19447d1b5c0a0a287e7,DigitalFund,net.tech.jivxwob,net.tech.jivxwob.MainActivity,25,19,,3.1.95,1708487,66,LOW RISK,B,,0,2,0,0,0,1,18,12,5,0,15,8,1,True,True,True,True,False,"C=US, O=Unknown, CN=DigitalFund","C=US, O=Unknown, CN=DigitalFund",2018-11-21 00:00:00+00:00,2048-09-28 00:00:00+00:00,2,0,1,0,7,1,0,4,1,android.permission.WRITE_CONTACTS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.QUERY_ALL_PACKAGES;android.permission.SCHEDULE_EXACT_ALARM;android.permission.WRITE_CONTACTS,1/25,3/44,False,False,False,False,False,False,False
1939,banking_apk_scams,True,SYN-001939,47aa358ddf57172b814c7486b98ff85479f4e9f45a6b876780ebd8204d26d9a9.apk,53.85MB,83a856c298e2bf2f785fc5937f5c2c6f,e5b1370dfb60be685eaa05f6a2c311a0e30253d4,47aa358ddf57172b814c7486b98ff85479f4e9f45a6b876780ebd8204d26d9a9,InstantPay Go,org.services.zinlrvzr,org.services.zinlrvzr.MainActivity,21,13,,3.5.34,1993707,23,HIGH RISK,D,,2,8,3,0,1,11,8,4,8,11,6,2,0,True,False,False,True,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2019-02-26 00:00:00+00:00,2039-06-19 00:00:00+00:00,3,2,2,2,4,2,0,23,9,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.READ_CONTACTS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH;android.permission.BROADCAST_STICKY;android.permission.DISABLE_KEYGUARD;android.permission.FOREGROUND_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.INTERNET;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.PERSISTENT_ACTIVITY;android.permission.POST_NOTIFICATIONS;android.permission.READ_CONTACTS;android.permission.READ_MEDIA_VIDEO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.RESTART_PACKAGES;android.permission.USE_EXACT_ALARM;android.permission.WRITE_CALL_LOG;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SMS;android.permission.WRITE_SYNC_SETTINGS,9/25,14/44,False,True,True,False,False,True,False
1940,banking_apk_scams,True,SYN-001940,466d1301d304f044c34d475e155d1ab52711bb6df14cc8c3f9849a39ed67655d.apk,20.37MB,bbe97766f71c54de0547f854879ab9b9,e9a65ccf23ee2b63665bed4b4ed24d96f5fade5c,466d1301d304f044c34d475e155d1ab52711bb6df14cc8c3f9849a39ed67655d,,info.apps.xceisswpls,info.apps.xceisswpls.MainActivity,15,10,,4.1.92,7758413,29,HIGH RISK,C,,3,4,3,2,3,22,3,3,3,8,1,3,3,True,False,False,False,False,"C=US, O=MyCompany, CN=Release Key","C=US, O=MyCompany, CN=Release Key",2016-02-27 00:00:00+00:00,2035-02-07 00:00:00+00:00,1,0,0,3,8,1,0,15,9,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS,android.permission.ACCESS_FINE_LOCATION;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.CHANGE_WIFI_STATE;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.QUERY_ALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_CONTACTS;android.permission.READ_SYNC_SETTINGS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS,9/25,6/44,True,True,True,True,False,False,False
1941,banking_apk_scams,True,SYN-001941,3456113f5a5b0d76f3f99a7600062b5f6cbaa92d4440a267ebf736fa613468ff.apk,65.18MB,fc240eab42cb6b633c4b3b28e1afde76,3aceff7a906a6d61dc19f6ec016d908ba1cce653,3456113f5a5b0d76f3f99a7600062b5f6cbaa92d4440a267ebf736fa613468ff,,xyz.soft.okurbn,xyz.soft.okurbn.MainActivity,26,8,,6.0.42,9075503,30,HIGH RISK,D,,1,5,0,2,0,12,17,12,1,2,16,12,0,True,False,False,False,False,"C=US, O=Android, CN=Android Debug","C=US, O=Android, CN=Android Debug",2017-05-16 00:00:00+00:00,2029-07-09 00:00:00+00:00,2,2,0,2,4,2,0,15,8,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CHANGE_WIFI_STATE;android.permission.INTERNET;android.permission.NFC;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.RECORD_AUDIO;android.permission.RESTART_PACKAGES;android.permission.USE_EXACT_ALARM;android.permission.USE_FINGERPRINT;android.permission.WRITE_SETTINGS;android.permission.WRITE_SMS,8/25,7/44,True,False,False,False,False,True,True
1942,banking_apk_scams,True,SYN-001942,f5e069bf5c78336e1425a42fd0da496e895e215694a843ffd2b1dbe1310a91df.apk,27.76MB,330dd97de5cd861bffe1ec2c11b9e070,c89944a2aa2d58d3ec901451124bd0e69d3c05f3,f5e069bf5c78336e1425a42fd0da496e895e215694a843ffd2b1dbe1310a91df,RapidMoney Hub,xyz.labs.whlapovk,xyz.labs.whlapovk.MainActivity,22,18,,2.3.42,916631,53,MEDIUM RISK,B,,2,1,1,2,2,7,17,5,1,2,11,2,1,True,True,True,False,False,"C=US, O=Unknown, CN=RapidMoney Hub","C=US, O=Unknown, CN=RapidMoney Hub",2020-02-26 00:00:00+00:00,2045-07-19 00:00:00+00:00,0,2,0,2,5,1,0,8,7,android.permission.CALL_PHONE;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_SETTINGS,android.permission.CALL_PHONE;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_SETTINGS;com.google.android.c2dm.permission.RECEIVE,7/25,1/44,False,False,False,False,False,False,False
1943,banking_apk_scams,True,SYN-001943,575b8f50fce1cce3c27f0fef50e9be445dc2e4dd68a6a8693ad6672951ae7bf8.apk,1.09MB,633d30e756c9eb1681d2239aa1165a3a,6268f09e08570c43c8107fbebad791dd3c71ee2b,575b8f50fce1cce3c27f0fef50e9be445dc2e4dd68a6a8693ad6672951ae7bf8,PrimeRemit Go,net.group.kmzjfjw,net.group.kmzjfjw.MainActivity,21,18,,3.6.93,4809618,23,HIGH RISK,C,3/432,2,5,0,0,3,19,2,9,2,5,1,8,1,True,False,False,False,False,"C=US, O=AppDev, CN=PrimeRemit Go","C=US, O=AppDev, CN=PrimeRemit Go",2012-07-23 00:00:00+00:00,2048-03-08 00:00:00+00:00,2,2,1,2,3,0,0,19,7,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG;android.permission.RECEIVE_SMS,android.permission.ACCESS_COARSE_LOCATION;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.GET_ACCOUNTS;android.permission.INTERACT_ACROSS_USERS;android.permission.INTERNET;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_IMAGES;android.permission.RECEIVE_SMS;android.permission.SET_WALLPAPER;android.permission.USE_CREDENTIALS;com.google.android.c2dm.permission.RECEIVE,7/25,12/44,True,False,False,False,False,False,False
1944,banking_apk_scams,True,SYN-001944,ef020a4c799bdcce62fb08ace5784890efb62263e4a390d5e16c29796f5359b7.apk,11.7MB,ce72921ebc68f7976a5923f7a6407fa1,fd0447d0218f09fddd03628818a7ef5894ad6123,ef020a4c799bdcce62fb08ace5784890efb62263e4a390d5e16c29796f5359b7,MetroWallet Pro,org.labs.qurdutxxd,org.labs.qurdutxxd.MainActivity,23,14,,3.0.61,9208336,50,MEDIUM RISK,C,5/432,3,6,3,0,3,3,10,8,5,0,10,6,2,True,False,False,False,False,"C=US, O=labs, CN=MetroWallet Pro","C=US, O=labs, CN=MetroWallet Pro",2017-08-17 00:00:00+00:00,2045-10-02 00:00:00+00:00,1,1,1,0,2,0,0,11,8,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_PHONE_STATE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.INSTALL_PACKAGES;android.permission.READ_CALL_LOG;android.permission.READ_PHONE_STATE;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE,8/25,3/44,True,False,False,False,False,False,True
1945,banking_apk_scams,True,SYN-001945,83f903079e69de0b9e973fc4b2a42aa5d129d82f857a88d842f7241c4c418553.apk,52.47MB,b263ed5ba8810e9b305fc49d42ac2df5,e8b58b570a3090bc81570e66014f3ab1f61a039b,83f903079e69de0b9e973fc4b2a42aa5d129d82f857a88d842f7241c4c418553,NationalSave Mobile,com.apps.rifba,com.apps.rifba.MainActivity,19,17,,2.0.71,9862353,24,HIGH RISK,C,,2,9,1,3,3,23,0,13,2,18,0,1,1,True,True,False,True,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2010-02-19 00:00:00+00:00,2051-02-24 00:00:00+00:00,3,0,2,2,7,0,0,21,11,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_SETTINGS,android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH_ADMIN;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.CHANGE_NETWORK_STATE;android.permission.CHANGE_WIFI_STATE;android.permission.DISABLE_KEYGUARD;android.permission.FOREGROUND_SERVICE;android.permission.GET_ACCOUNTS;android.permission.INSTALL_PACKAGES;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.READ_MEDIA_AUDIO;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SET_WALLPAPER;android.permission.VIBRATE;android.permission.WRITE_SETTINGS,11/25,10/44,True,True,False,False,False,True,False
